id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_1024,3.734,5.187,1.66,4.979,8.714,5.394,4.979,6.432,7.469,9.959,2.197,3.052,0.977,2.93,5.127,1.831,0.245,0.251,0.293,0.365,0.278,0.817,0.102,0.282,0.28,0.351,0.405,0.245,0.251,0.342,0.216,0.21,0.245,0.252,0.195,0.015,0.168,0.231,0.185,0.189,2.282,0.415,0.83,0.415,99.793,0.83,0.622,5.394,98.34,0.207,0.415,78.838,98.963,0.622,0.415,0.622,0.415,0.415,99.793,0.622,0.0,0.83,0.83,0.21,0.21,0.42,0.21,0.42,0.42,0.42,0.62,0.21,0.62,0.21,0.21,0.62,0.21,0.21,0.0,0.21,0.21,0.21,0.42,1.04,0.42,0.42,0.21,0.62,1.473,2.039,2.833,0.907,4.759,2.946,2.719,3.513,4.079,4.593,4.699,4.473,1
Positive_1202,6.0,6.087,1.826,6.087,3.565,4.609,4.261,6.087,5.391,7.304,4.955,5.026,1.508,5.026,2.944,3.088,0.234,0.336,0.239,0.277,0.296,0.776,0.122,0.3,0.353,0.379,0.387,0.234,0.336,0.355,0.229,0.281,0.205,0.225,0.256,0.023,0.189,0.246,0.191,0.211,0.174,0.261,0.174,0.522,99.913,0.261,0.348,0.522,99.913,0.087,6.783,70.957,96.435,0.174,0.522,0.174,0.261,0.522,99.913,0.174,0.44,0.87,0.35,0.0,0.0,0.17,0.26,0.09,0.61,0.26,0.17,0.17,0.61,0.35,0.52,0.09,0.09,0.17,0.52,0.44,0.44,0.61,0.52,0.26,0.17,0.17,0.17,0.26,2.888,3.066,3.11,0.933,1.821,2.355,2.177,3.11,2.754,4.805,5.038,5.03,1
Positive_1173,1.65,3.3,2.64,3.63,2.64,2.97,3.63,5.611,5.281,8.581,1.399,2.798,2.238,3.078,2.238,2.798,0.198,0.221,0.231,0.274,0.277,0.838,0.069,0.399,0.238,0.459,0.343,0.198,0.221,0.449,0.162,0.272,0.228,0.209,0.275,0.01,0.123,0.192,0.129,0.156,0.66,0.99,0.66,1.32,98.68,1.65,1.32,8.581,91.419,0.33,1.32,72.607,94.389,0.66,1.32,0.66,0.99,1.32,98.68,0.66,0.66,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.32,0.33,0.33,0.0,0.66,0.0,0.66,0.0,0.33,3.246,0.854,1.708,1.367,1.367,1.537,1.879,2.905,2.734,5.231,4.92,4.597,1
Negative_598,0.0,0.321,6.09,0.0,1.603,2.244,2.885,2.885,23.077,3.526,0.0,0.232,4.403,0.0,1.159,1.854,0.087,0.071,0.311,0.189,0.728,0.974,0.003,0.753,0.074,0.817,0.096,0.087,0.071,0.782,0.055,0.042,0.338,0.051,0.045,0.0,0.006,0.035,0.029,0.026,0.641,1.282,4.487,1.282,100.0,0.962,0.641,1.603,100.0,0.321,4.808,4.808,4.808,0.641,1.282,0.641,1.282,1.282,100.0,0.641,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.64,0.32,0.0,0.0,0.32,0.0,0.0,0.225,4.276,1.125,1.575,2.025,2.025,16.202,2.605,2.9,3.001,0
Positive_864,2.233,4.467,1.241,5.211,4.715,13.896,4.218,3.722,4.715,8.685,1.482,2.965,0.824,3.459,3.13,1.812,0.36,0.367,0.233,0.285,0.233,0.69,0.097,0.275,0.407,0.333,0.308,0.36,0.367,0.342,0.216,0.279,0.192,0.271,0.226,0.04,0.119,0.251,0.182,0.204,0.496,2.233,1.489,0.993,99.504,1.489,0.496,0.993,99.007,0.248,8.685,77.171,99.504,0.496,0.744,0.496,3.474,0.993,99.504,0.496,0.25,0.25,0.0,0.25,0.0,0.0,0.5,0.5,0.75,0.0,0.5,0.0,0.75,1.0,0.5,0.75,0.75,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,3.518,1.055,2.111,0.586,2.228,6.567,1.993,1.759,2.228,5.2,5.725,5.238,1
Positive_999,1.751,6.226,1.362,4.864,7.004,6.42,3.113,3.307,7.004,8.171,1.689,6.007,1.314,4.693,6.757,3.191,0.226,0.278,0.253,0.29,0.284,0.784,0.111,0.348,0.3,0.424,0.35,0.226,0.278,0.403,0.168,0.255,0.236,0.242,0.228,0.025,0.177,0.209,0.154,0.168,0.389,0.973,0.389,0.584,99.611,0.778,0.584,11.089,99.611,0.195,0.584,65.175,99.222,0.389,0.584,0.389,0.973,0.584,99.611,0.389,0.39,0.19,0.39,0.58,0.0,0.0,0.19,1.36,0.58,0.39,0.19,0.19,0.39,0.39,0.19,0.39,0.58,0.0,0.39,0.19,0.19,0.39,0.0,0.19,0.0,0.39,0.19,0.58,2.126,0.911,3.24,0.709,3.645,3.341,1.62,1.721,3.645,4.631,4.717,4.832,1
Negative_885,1.504,5.263,1.754,5.013,3.008,2.757,5.514,8.521,7.018,9.273,1.49,5.213,1.737,4.966,2.98,1.737,0.236,0.266,0.236,0.256,0.323,0.779,0.103,0.366,0.286,0.436,0.328,0.236,0.266,0.404,0.206,0.274,0.244,0.186,0.266,0.03,0.161,0.214,0.136,0.186,0.501,3.008,0.501,1.754,100.0,0.752,1.253,1.754,100.0,0.251,5.013,83.208,99.749,0.501,1.754,0.501,3.008,1.754,100.0,0.501,0.25,1.01,0.5,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.5,1.51,0.75,0.25,0.5,0.0,0.25,0.0,0.25,4.383,0.731,2.557,0.852,1.461,1.339,2.678,4.139,3.409,5.283,5.453,5.258,0
Negative_764,1.242,4.472,1.408,11.097,3.354,1.159,2.816,9.027,12.298,7.702,1.118,4.027,1.268,9.993,3.02,1.827,0.123,0.238,0.335,0.265,0.391,0.8,0.156,0.485,0.252,0.544,0.333,0.123,0.238,0.52,0.104,0.223,0.319,0.204,0.265,0.015,0.247,0.17,0.071,0.147,0.083,0.166,0.166,0.497,99.793,0.083,0.952,0.497,99.793,0.041,0.87,72.795,98.965,0.083,0.497,0.083,0.166,0.497,99.793,0.083,1.33,0.41,0.87,0.21,0.08,0.04,0.54,0.12,0.08,0.25,0.04,0.04,2.15,0.12,0.25,0.0,0.04,0.04,0.17,0.29,0.29,1.53,0.29,3.11,0.04,0.75,0.0,0.41,1.829,0.694,2.501,0.787,1.875,0.648,1.575,5.048,6.877,4.549,4.605,4.499,0
Positive_1143,4.67,5.082,2.198,6.868,5.632,6.044,4.121,5.632,6.731,6.456,4.679,5.092,2.202,6.882,5.643,6.332,0.282,0.297,0.28,0.321,0.286,0.783,0.12,0.284,0.32,0.357,0.361,0.282,0.297,0.371,0.238,0.264,0.205,0.293,0.239,0.018,0.199,0.268,0.198,0.208,0.549,0.687,0.962,0.687,99.588,0.275,0.549,1.511,99.588,0.137,0.687,73.626,99.451,0.549,0.687,0.549,0.687,0.687,99.588,0.275,0.41,0.14,0.55,0.28,0.14,0.0,0.69,0.14,0.14,0.28,0.83,0.14,0.96,0.28,0.41,0.14,0.14,0.14,0.0,0.41,0.0,0.0,0.28,0.55,0.14,0.28,0.28,0.69,1.86,2.342,2.549,1.102,2.825,3.031,2.067,2.825,3.376,5.078,5.174,4.998,1
Positive_299,4.088,1.258,0.0,3.459,7.233,2.201,5.031,6.918,6.604,3.145,1.859,0.572,0.0,1.573,3.289,2.002,0.223,0.151,0.346,0.336,0.226,0.909,0.047,0.368,0.157,0.381,0.396,0.223,0.151,0.418,0.205,0.132,0.322,0.265,0.174,0.006,0.088,0.136,0.164,0.104,1.258,0.629,1.258,1.572,99.686,3.145,0.629,7.862,91.509,0.314,7.547,67.296,88.994,0.629,1.572,0.629,1.572,1.572,99.686,0.629,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.32,0.0,0.0,0.95,0.0,0.32,0.32,0.0,0.32,0.0,0.32,0.32,0.0,0.32,0.32,0.0,0.32,0.32,0.0,1.276,2.37,0.729,0.0,4.193,1.276,2.917,4.01,3.828,4.107,4.133,4.22,1
Positive_858,4.38,7.299,0.0,7.908,7.178,6.569,2.798,2.433,4.258,8.273,3.88,6.465,0.0,7.004,6.358,2.155,0.247,0.366,0.215,0.279,0.259,0.71,0.152,0.281,0.384,0.354,0.399,0.247,0.366,0.324,0.207,0.315,0.185,0.262,0.267,0.043,0.206,0.252,0.191,0.224,0.365,0.243,0.73,0.243,99.878,0.852,0.365,0.487,98.418,0.122,0.365,73.236,99.878,1.46,0.243,0.365,0.243,0.243,99.878,1.46,0.0,0.0,0.37,0.61,0.0,0.0,0.24,0.61,0.37,0.61,0.24,0.0,0.49,0.49,0.61,0.49,0.37,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.24,0.37,3.502,2.137,3.561,0.0,3.502,3.205,1.365,1.187,2.077,5.184,5.169,5.223,1
Negative_296,6.849,4.566,4.566,3.196,5.479,4.566,6.393,5.023,10.046,3.196,7.593,5.062,5.062,3.543,6.074,4.05,0.265,0.256,0.324,0.324,0.301,0.831,0.078,0.315,0.283,0.406,0.329,0.265,0.256,0.379,0.252,0.197,0.28,0.202,0.234,0.028,0.128,0.202,0.188,0.165,0.913,1.37,0.913,2.74,96.347,3.653,1.37,2.74,96.347,0.457,16.895,68.037,90.411,0.913,2.74,0.913,4.11,2.74,96.347,0.913,0.46,0.0,0.46,0.0,0.46,1.38,0.0,0.46,0.0,0.46,0.0,0.46,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.92,0.46,0.0,0.46,0.0,2.432,3.647,2.432,2.432,2.918,2.432,3.405,2.675,5.35,4.455,4.463,4.756,0
Negative_720,0.781,2.734,1.562,6.25,1.562,1.953,1.172,16.016,8.203,7.812,0.576,2.017,1.152,4.611,1.152,3.17,0.156,0.203,0.406,0.266,0.32,0.859,0.09,0.48,0.223,0.523,0.32,0.156,0.203,0.543,0.157,0.137,0.361,0.18,0.294,0.012,0.129,0.122,0.11,0.106,2.734,0.781,0.781,1.562,99.219,1.172,2.344,1.953,91.406,0.391,3.906,91.016,99.219,2.344,1.562,2.344,0.781,1.562,99.219,2.344,3.14,0.39,0.0,0.39,0.39,0.0,0.0,0.0,0.39,0.0,0.0,0.39,1.57,0.0,0.78,0.0,0.0,0.0,0.0,2.75,0.39,0.39,1.18,1.18,0.78,0.39,0.0,0.0,1.838,0.459,1.608,0.919,0.919,1.149,0.689,9.422,4.826,3.883,4.186,4.088,0
Positive_1083,4.068,4.407,4.407,11.525,4.068,6.102,3.39,5.085,5.424,7.119,3.863,4.185,4.185,10.945,3.863,1.932,0.231,0.359,0.224,0.261,0.2,0.725,0.159,0.247,0.373,0.336,0.434,0.231,0.359,0.281,0.218,0.303,0.163,0.255,0.177,0.02,0.204,0.289,0.184,0.279,4.068,0.678,1.695,0.678,99.661,2.373,6.102,4.746,98.644,0.339,0.678,92.203,99.661,4.068,0.678,2.373,0.678,0.678,99.661,1.017,0.34,0.34,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.68,0.34,1.02,0.34,0.0,0.68,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.34,1.02,0.0,0.34,0.0,0.68,2.807,2.105,2.281,2.281,2.105,3.158,1.755,2.632,2.807,4.803,5.036,4.793,1
Positive_903,5.222,3.675,1.354,7.157,5.996,4.255,5.029,6.77,7.544,8.897,3.102,2.183,0.804,4.251,3.562,1.953,0.242,0.288,0.259,0.311,0.277,0.793,0.108,0.286,0.308,0.337,0.422,0.242,0.288,0.338,0.231,0.225,0.246,0.223,0.209,0.029,0.157,0.202,0.205,0.169,0.58,0.387,0.58,0.387,99.613,0.967,0.58,5.222,99.613,0.193,0.387,75.242,99.226,0.58,0.387,0.58,0.387,0.387,99.613,0.58,0.19,0.78,0.19,0.19,0.19,0.19,0.58,0.0,0.19,0.19,0.0,0.19,1.16,0.19,0.97,0.0,0.39,0.19,0.19,1.36,0.19,0.39,0.78,0.58,0.39,0.39,0.39,0.78,2.921,2.719,1.914,0.705,3.122,2.216,2.619,3.525,3.928,4.587,4.866,4.814,1
Positive_1217,1.575,2.205,2.52,2.047,4.724,1.732,6.142,5.197,9.291,8.819,0.726,1.016,1.162,0.944,2.177,1.887,0.224,0.148,0.301,0.339,0.279,0.904,0.043,0.378,0.162,0.425,0.351,0.224,0.148,0.433,0.192,0.136,0.336,0.232,0.235,0.009,0.073,0.123,0.156,0.096,0.315,0.472,0.472,4.409,99.528,0.472,0.315,7.717,96.22,0.157,4.409,92.756,99.528,0.315,4.409,0.315,0.472,4.409,99.528,0.315,0.47,0.16,0.0,0.16,0.79,0.0,0.16,0.16,0.0,0.0,0.0,0.32,0.95,0.0,0.16,0.0,0.0,0.16,0.16,0.32,0.16,0.47,0.32,0.63,0.32,0.32,0.16,0.0,2.051,0.892,1.249,1.427,2.675,0.981,3.478,2.943,5.262,4.363,4.301,4.307,1
Negative_1102,3.106,4.969,4.969,8.075,3.106,5.59,6.211,3.727,8.075,5.59,3.091,4.944,4.944,8.035,3.091,1.236,0.193,0.317,0.155,0.236,0.28,0.764,0.13,0.298,0.317,0.398,0.41,0.193,0.317,0.311,0.206,0.388,0.144,0.263,0.194,0.025,0.188,0.3,0.175,0.294,1.242,3.106,1.242,9.938,99.379,4.969,2.484,9.938,99.379,0.621,19.876,85.714,98.758,1.242,9.938,1.242,5.59,9.938,99.379,1.242,0.0,0.0,0.0,0.62,0.62,0.62,0.0,0.62,0.0,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.0,0.0,0.62,0.62,0.0,0.0,0.0,2.528,1.581,2.528,2.528,1.581,2.844,3.16,1.896,4.109,5.463,5.274,4.707,0
Negative_739,1.875,4.062,1.875,5.0,5.312,5.625,2.812,4.688,8.125,7.812,1.536,3.328,1.536,4.097,4.352,0.769,0.188,0.241,0.253,0.247,0.272,0.816,0.091,0.391,0.266,0.45,0.362,0.188,0.241,0.425,0.15,0.232,0.257,0.216,0.238,0.022,0.132,0.197,0.122,0.182,0.625,0.938,0.938,3.125,100.0,0.938,0.625,5.312,99.688,0.312,11.25,71.562,100.0,0.625,3.125,0.625,0.938,3.125,100.0,0.625,0.31,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.31,0.0,0.0,0.0,0.63,0.63,0.31,0.63,0.0,0.0,0.0,0.94,0.31,0.63,0.0,0.31,0.63,1.57,0.0,0.0,2.05,1.025,2.221,1.025,2.905,3.076,1.538,2.563,4.443,4.363,4.763,4.328,0
Negative_114,2.63,3.82,1.315,10.144,2.567,3.444,2.755,10.144,11.522,4.822,1.926,2.798,0.963,7.429,1.88,1.055,0.202,0.336,0.325,0.191,0.341,0.756,0.14,0.393,0.364,0.444,0.354,0.202,0.336,0.435,0.192,0.228,0.234,0.174,0.296,0.028,0.2,0.172,0.148,0.154,0.188,0.125,0.188,0.125,99.937,0.877,0.564,0.501,99.499,0.063,0.125,72.323,99.812,0.188,0.125,0.188,0.125,0.125,99.937,0.188,0.81,0.69,0.0,0.06,0.13,0.13,0.19,0.13,0.13,0.25,0.06,0.06,0.94,0.06,0.44,0.13,0.06,0.06,0.19,1.0,0.63,0.75,1.32,1.13,0.06,1.25,0.0,0.06,3.668,1.375,1.998,0.688,1.343,1.801,1.441,5.305,6.026,4.702,4.657,4.817,0
Positive_359,5.073,6.542,1.202,7.877,4.673,6.542,6.809,6.142,8.411,6.676,3.979,5.131,0.943,6.178,3.665,2.199,0.275,0.326,0.29,0.284,0.311,0.749,0.144,0.295,0.351,0.372,0.352,0.275,0.326,0.348,0.249,0.226,0.246,0.217,0.227,0.031,0.215,0.245,0.211,0.197,0.267,0.534,0.401,0.668,99.866,0.401,0.267,2.537,99.866,0.134,0.668,76.769,99.065,0.267,0.668,0.267,0.534,0.668,99.866,0.267,0.27,0.27,0.4,0.0,0.13,0.27,0.53,0.13,0.4,0.13,0.13,0.13,0.4,0.13,1.07,0.27,0.27,0.67,0.27,0.0,0.13,0.13,0.13,0.27,0.13,0.53,0.0,0.27,2.152,2.638,3.402,0.625,2.43,3.402,3.541,3.194,4.374,4.712,4.992,4.667,1
Positive_1215,4.43,6.171,1.741,5.538,5.696,3.165,5.222,5.063,9.019,7.12,3.068,4.274,1.206,3.835,3.945,3.178,0.256,0.283,0.302,0.323,0.301,0.796,0.117,0.305,0.316,0.384,0.359,0.256,0.283,0.384,0.216,0.242,0.261,0.225,0.23,0.025,0.174,0.241,0.185,0.19,0.316,0.475,0.316,0.633,98.576,0.475,0.316,0.633,96.835,0.158,3.481,83.703,96.203,0.316,0.633,0.316,0.475,0.633,98.576,0.316,0.48,0.32,0.32,0.63,0.32,0.32,0.16,0.16,0.32,0.16,0.32,0.0,0.48,0.48,0.32,0.16,0.48,0.16,0.16,0.16,0.48,0.16,0.16,0.63,0.32,0.63,0.48,0.16,2.896,2.317,3.228,0.911,2.979,1.655,2.731,2.648,4.717,4.961,4.686,4.838,1
Negative_447,2.857,5.357,2.857,7.857,2.857,4.643,2.5,8.214,7.5,7.857,2.62,4.912,2.62,7.205,2.62,1.965,0.211,0.343,0.243,0.239,0.282,0.754,0.132,0.307,0.354,0.389,0.4,0.211,0.343,0.339,0.161,0.28,0.194,0.211,0.265,0.025,0.19,0.24,0.125,0.222,1.429,1.786,1.429,0.714,99.286,3.929,2.857,0.714,97.5,0.357,1.786,79.643,99.286,1.429,0.714,1.429,1.786,0.714,99.286,1.429,0.36,0.0,0.0,0.0,1.08,0.36,0.0,0.0,0.72,0.36,0.0,0.36,0.72,0.36,0.0,0.0,0.36,0.72,0.0,1.43,0.72,0.36,0.72,0.72,0.0,0.72,0.0,0.36,3.441,1.449,2.717,1.449,1.449,2.355,1.268,4.166,3.804,4.798,5.244,4.455,0
Negative_1257,2.685,5.369,4.698,2.685,3.356,3.356,4.698,11.409,12.752,4.027,3.427,6.853,5.996,3.427,4.283,1.713,0.221,0.235,0.336,0.242,0.403,0.846,0.081,0.362,0.255,0.463,0.315,0.221,0.235,0.396,0.223,0.223,0.291,0.155,0.27,0.007,0.142,0.203,0.149,0.182,2.013,1.342,1.342,8.054,97.315,6.711,2.013,8.054,94.631,0.671,18.121,91.275,97.315,2.013,4.027,2.013,1.342,8.054,97.315,2.013,0.0,1.35,0.68,0.68,0.68,0.0,0.68,0.0,0.68,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.0,0.68,0.0,0.0,0.68,0.68,0.0,2.03,0.68,3.38,0.0,0.0,2.134,1.423,2.845,2.489,1.778,1.778,2.489,6.045,6.756,4.591,5.523,4.699,0
Negative_224,4.959,3.306,0.0,1.653,3.306,0.0,4.132,9.091,4.959,8.264,3.11,2.073,0.0,1.037,2.073,0.518,0.215,0.273,0.248,0.207,0.339,0.86,0.05,0.347,0.306,0.38,0.405,0.215,0.273,0.388,0.267,0.217,0.233,0.192,0.308,0.0,0.067,0.167,0.217,0.142,4.959,1.653,1.653,2.479,100.0,1.653,5.785,2.479,100.0,0.826,7.438,12.397,71.901,4.959,2.479,4.959,1.653,2.479,100.0,4.959,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.67,1.67,0.0,0.0,0.83,0.0,0.0,4.741,2.586,1.724,0.0,1.724,0.0,2.155,4.741,2.586,4.652,4.855,4.268,0
Negative_18,3.797,6.329,2.532,2.532,2.532,2.532,5.063,10.127,7.595,3.797,6.854,11.424,4.57,4.57,4.57,2.285,0.253,0.241,0.291,0.19,0.354,0.81,0.089,0.405,0.278,0.494,0.253,0.253,0.241,0.456,0.218,0.179,0.308,0.141,0.256,0.013,0.167,0.167,0.128,0.141,8.861,2.532,3.797,5.063,92.405,10.127,2.532,5.063,86.076,1.266,31.646,54.43,92.405,2.532,5.063,2.532,3.797,5.063,92.405,2.532,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,1.89,3.15,1.26,1.26,1.26,2.52,5.04,3.78,4.564,5.624,4.733,0
Negative_182,9.402,3.704,1.852,3.846,5.698,2.422,2.279,7.977,10.684,6.98,10.424,4.106,2.053,4.264,6.317,4.422,0.161,0.278,0.335,0.315,0.37,0.865,0.075,0.387,0.295,0.443,0.396,0.161,0.278,0.444,0.158,0.2,0.295,0.203,0.233,0.011,0.12,0.155,0.123,0.134,0.427,0.285,0.855,0.285,95.442,1.567,0.427,1.425,95.442,0.142,0.285,59.402,85.755,0.427,0.285,0.427,0.285,0.285,95.442,0.427,0.29,0.14,0.0,0.29,0.0,0.0,0.29,0.14,0.14,0.14,0.14,0.0,0.86,0.29,0.14,0.14,0.0,0.0,0.0,0.43,0.43,0.43,0.86,0.71,0.43,1.28,0.0,0.29,1.997,5.273,2.077,1.039,3.196,1.358,1.278,4.474,5.992,4.097,4.089,4.481,0
Negative_384,3.625,3.323,2.719,7.855,3.625,3.323,3.323,6.042,3.323,7.855,3.934,3.606,2.951,8.524,3.934,3.934,0.266,0.281,0.245,0.287,0.257,0.792,0.112,0.32,0.317,0.381,0.353,0.266,0.281,0.393,0.236,0.279,0.203,0.23,0.236,0.012,0.182,0.242,0.197,0.2,1.813,2.115,0.906,0.604,98.187,0.906,1.813,0.604,98.187,0.302,5.74,64.955,95.468,1.813,0.604,1.813,2.115,0.604,98.187,1.813,0.0,1.21,0.3,0.0,0.61,0.3,0.0,0.3,0.3,0.3,0.61,0.0,0.91,0.0,0.0,0.0,0.61,0.0,0.0,0.91,0.61,0.91,0.3,0.0,0.3,0.0,0.61,0.61,3.125,1.786,1.637,1.339,1.786,1.637,1.637,2.976,1.637,5.093,4.854,5.532,0
Negative_214,2.97,5.446,0.495,4.95,2.97,2.97,2.97,12.871,6.931,4.95,1.448,2.656,0.241,2.414,1.448,0.241,0.233,0.317,0.287,0.198,0.371,0.762,0.104,0.416,0.332,0.475,0.292,0.233,0.317,0.436,0.209,0.229,0.269,0.184,0.308,0.025,0.164,0.139,0.144,0.124,2.97,0.99,0.99,1.485,100.0,0.99,9.406,1.485,95.545,0.495,18.812,77.228,99.505,2.97,1.485,2.97,0.99,1.485,100.0,2.97,2.99,1.49,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.99,1.99,1.49,1.0,2.49,0.0,1.0,0.0,0.0,5.164,1.475,2.705,0.246,1.475,1.475,1.475,6.393,3.443,5.091,5.292,4.763,0
Positive_111,4.167,5.769,1.282,6.731,4.487,4.487,2.244,4.808,6.09,11.218,5.756,7.968,1.771,9.297,6.198,4.427,0.234,0.327,0.25,0.276,0.269,0.772,0.125,0.269,0.356,0.34,0.426,0.234,0.327,0.33,0.222,0.293,0.219,0.241,0.222,0.026,0.186,0.28,0.203,0.241,2.885,0.641,1.603,0.641,98.718,1.603,2.885,1.923,95.513,0.321,0.641,69.551,97.436,2.885,0.641,1.603,0.641,0.641,98.718,2.885,0.0,0.32,1.29,0.64,0.0,0.0,0.64,0.0,0.32,0.32,0.0,0.0,0.64,0.0,0.32,0.32,0.0,0.0,0.64,0.32,0.32,0.0,0.0,0.64,0.0,0.64,0.0,0.64,2.923,2.111,2.923,0.65,2.273,2.273,1.137,2.436,3.085,4.884,4.798,4.983,1
Negative_268,2.069,3.103,2.069,6.552,3.103,4.138,4.138,9.31,9.31,5.517,1.686,2.528,1.686,5.338,2.528,1.686,0.272,0.269,0.307,0.234,0.303,0.783,0.097,0.403,0.29,0.455,0.272,0.272,0.269,0.445,0.197,0.201,0.329,0.183,0.253,0.014,0.125,0.156,0.128,0.135,0.69,1.034,1.034,1.379,99.655,1.034,0.69,1.379,99.655,0.345,15.517,73.103,96.897,0.69,1.379,0.69,1.034,1.379,99.655,0.69,0.69,1.38,0.0,0.0,0.69,0.35,0.0,0.35,0.0,0.35,0.0,0.35,1.04,0.35,0.35,0.35,0.0,0.0,0.0,1.73,1.73,1.38,1.04,0.0,0.0,0.69,0.0,0.69,3.969,1.035,1.553,1.035,1.553,2.071,2.071,4.659,4.659,4.791,5.021,5.119,0
Negative_126,0.599,2.695,2.395,8.084,2.096,1.796,3.293,13.473,8.084,5.689,0.536,2.409,2.141,7.228,1.874,0.803,0.222,0.281,0.269,0.186,0.326,0.757,0.108,0.404,0.293,0.455,0.323,0.222,0.281,0.425,0.198,0.261,0.219,0.198,0.255,0.018,0.159,0.216,0.147,0.204,0.599,1.198,0.599,0.898,100.0,2.395,0.599,0.898,86.527,0.299,5.988,73.054,100.0,0.599,0.898,0.599,2.096,0.898,100.0,0.599,0.6,2.1,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.3,0.3,0.3,0.9,0.0,0.3,0.0,0.3,0.0,0.0,1.2,0.6,1.5,2.1,1.8,0.0,2.1,0.0,0.3,5.566,0.286,1.285,1.142,0.999,0.856,1.57,6.422,3.853,5.134,5.436,5.215,0
Positive_177,1.741,5.223,1.197,10.881,3.808,7.726,2.72,7.835,7.835,6.202,1.025,3.074,0.705,6.404,2.241,1.153,0.218,0.365,0.248,0.215,0.288,0.699,0.161,0.35,0.378,0.415,0.368,0.218,0.365,0.383,0.204,0.284,0.188,0.223,0.272,0.034,0.217,0.191,0.158,0.171,0.435,0.218,0.544,0.218,99.782,0.544,0.435,0.326,97.824,0.109,1.523,76.496,99.782,0.435,0.218,0.435,0.218,0.218,99.782,0.435,0.22,0.33,0.44,0.22,0.22,0.11,0.22,0.44,0.22,0.22,0.22,0.0,0.65,0.33,1.09,0.44,0.11,0.11,0.22,0.76,0.54,0.65,1.09,0.54,0.11,1.09,0.0,0.44,3.202,0.883,2.65,0.607,1.932,3.92,1.38,3.975,3.975,4.899,5.178,4.993,1
